anchor_prediction,challenger_prediction,root_id,status,trigger_count,wins,regressions,triggered_cases,net_gain
Pancreatic neoplasm,Chagas,E_187,absent,1,0,1,['nb38_196::test:22120'],-1
Pancreatic neoplasm,Chagas,E_223,present,1,0,1,['nb38_196::test:22120'],-1
Pancreatic neoplasm,Chagas,E_51,present,1,0,1,['nb38_196::test:22120'],-1
Pancreatic neoplasm,Chagas,E_91,absent,1,0,1,['nb38_196::test:22120'],-1
Pancreatic neoplasm,Ebola,E_129,present,1,0,1,['nb38_196::test:36152'],-1
Pancreatic neoplasm,Ebola,E_134,present,1,0,1,['nb38_196::test:36152'],-1
Pancreatic neoplasm,Ebola,E_203,absent,1,0,1,['nb38_196::test:36152'],-1
Pancreatic neoplasm,Ebola,E_24,absent,1,0,1,['nb38_196::test:36152'],-1
Pancreatic neoplasm,Ebola,E_51,present,1,0,1,['nb38_196::test:22120'],-1
Pancreatic neoplasm,Ebola,E_66,absent,1,0,1,['nb38_196::test:36152'],-1
Pancreatic neoplasm,Ebola,E_79,absent,1,0,1,['nb38_196::test:36152'],-1
Pancreatic neoplasm,Ebola,E_89,present,1,0,1,['nb38_196::test:36152'],-1
Pancreatic neoplasm,HIV (initial infection),E_129,present,1,0,1,['nb37_98::test:129841'],-1
Pancreatic neoplasm,HIV (initial infection),E_148,present,1,0,1,['nb37_98::test:129841'],-1
Pancreatic neoplasm,HIV (initial infection),E_151,absent,1,0,1,['nb37_98::test:129841'],-1
Pancreatic neoplasm,HIV (initial infection),E_187,absent,1,0,1,['nb37_98::test:129841'],-1
Pancreatic neoplasm,HIV (initial infection),E_188,present,1,0,1,['nb37_98::test:129841'],-1
Pancreatic neoplasm,HIV (initial infection),E_211,absent,1,0,1,['nb37_98::test:129841'],-1
Pancreatic neoplasm,HIV (initial infection),E_223,present,1,0,1,['nb37_98::test:129841'],-1
Pancreatic neoplasm,HIV (initial infection),E_27,absent,1,0,1,['nb37_98::test:129841'],-1
Pancreatic neoplasm,HIV (initial infection),E_66,absent,1,0,1,['nb37_98::test:129841'],-1
Pancreatic neoplasm,HIV (initial infection),E_91,absent,1,0,1,['nb37_98::test:129841'],-1
Pancreatic neoplasm,Inguinal hernia,E_129,present,1,0,1,['nb38_196::test:36152'],-1
Pancreatic neoplasm,Inguinal hernia,E_134,present,1,0,1,['nb38_196::test:36152'],-1
Pancreatic neoplasm,Inguinal hernia,E_151,absent,1,0,1,['nb38_196::test:36152'],-1
Pancreatic neoplasm,Inguinal hernia,E_187,absent,1,0,1,['nb38_196::test:36152'],-1
Pancreatic neoplasm,Inguinal hernia,E_203,absent,1,0,1,['nb38_196::test:36152'],-1
Pancreatic neoplasm,Inguinal hernia,E_223,present,1,0,1,['nb38_196::test:36152'],-1
Pancreatic neoplasm,Inguinal hernia,E_24,absent,1,0,1,['nb38_196::test:36152'],-1
Pancreatic neoplasm,Inguinal hernia,E_66,absent,1,0,1,['nb38_196::test:36152'],-1
Pancreatic neoplasm,Inguinal hernia,E_79,absent,1,0,1,['nb38_196::test:36152'],-1
Pancreatic neoplasm,Inguinal hernia,E_89,present,1,0,1,['nb38_196::test:36152'],-1
Pancreatic neoplasm,Inguinal hernia,E_91,absent,1,0,1,['nb38_196::test:36152'],-1
Pancreatic neoplasm,SLE,E_129,present,1,0,1,['nb38_196::test:36152'],-1
Pancreatic neoplasm,SLE,E_134,present,1,0,1,['nb38_196::test:36152'],-1
Pancreatic neoplasm,SLE,E_151,absent,1,0,1,['nb38_196::test:36152'],-1
Pancreatic neoplasm,SLE,E_187,absent,1,0,1,['nb38_196::test:36152'],-1
Pancreatic neoplasm,SLE,E_203,absent,1,0,1,['nb38_196::test:36152'],-1
Pancreatic neoplasm,SLE,E_223,present,1,0,1,['nb38_196::test:36152'],-1
Pancreatic neoplasm,SLE,E_24,absent,1,0,1,['nb38_196::test:36152'],-1
Pancreatic neoplasm,SLE,E_66,absent,1,0,1,['nb38_196::test:36152'],-1
Pancreatic neoplasm,SLE,E_79,absent,1,0,1,['nb38_196::test:36152'],-1
Pancreatic neoplasm,SLE,E_89,present,1,0,1,['nb38_196::test:36152'],-1
Pancreatic neoplasm,SLE,E_91,absent,1,0,1,['nb38_196::test:36152'],-1
Pancreatic neoplasm,Scombroid food poisoning,E_129,present,1,0,1,['nb37_98::test:129841'],-1
Pancreatic neoplasm,Scombroid food poisoning,E_148,present,1,0,1,['nb37_98::test:129841'],-1
Pancreatic neoplasm,Scombroid food poisoning,E_151,absent,1,0,1,['nb37_98::test:129841'],-1
Pancreatic neoplasm,Scombroid food poisoning,E_187,absent,1,0,1,['nb37_98::test:129841'],-1
Pancreatic neoplasm,Scombroid food poisoning,E_188,present,1,0,1,['nb37_98::test:129841'],-1
Pancreatic neoplasm,Scombroid food poisoning,E_211,absent,1,0,1,['nb37_98::test:129841'],-1
Pancreatic neoplasm,Scombroid food poisoning,E_223,present,1,0,1,['nb37_98::test:129841'],-1
Pancreatic neoplasm,Scombroid food poisoning,E_27,absent,1,0,1,['nb37_98::test:129841'],-1
Pancreatic neoplasm,Scombroid food poisoning,E_66,absent,1,0,1,['nb37_98::test:129841'],-1
Pancreatic neoplasm,Scombroid food poisoning,E_91,absent,1,0,1,['nb37_98::test:129841'],-1
Panic attack,Acute pulmonary edema,E_129,absent,1,0,1,['nb38_196::test:93539'],-1
Panic attack,Acute pulmonary edema,E_157,present,1,0,1,['nb38_196::test:93539'],-1
Panic attack,Acute pulmonary edema,E_50,present,1,0,1,['nb38_196::test:93539'],-1
Panic attack,Acute pulmonary edema,E_66,absent,1,0,1,['nb38_196::test:93539'],-1
Panic attack,Acute pulmonary edema,E_79,absent,1,0,1,['nb38_196::test:93539'],-1
Panic attack,Acute pulmonary edema,E_97,absent,1,0,1,['nb38_196::test:93539'],-1
Panic attack,GERD,E_120,absent,1,0,1,['nb38_196::test:133618'],-1
Panic attack,GERD,E_124,present,1,0,1,['nb38_196::test:133618'],-1
Panic attack,GERD,E_157,present,1,0,1,['nb38_196::test:133618'],-1
Panic attack,GERD,E_182,absent,1,0,1,['nb38_196::test:133618'],-1
Panic attack,GERD,E_209,absent,1,0,1,['nb38_196::test:133618'],-1
Panic attack,GERD,E_211,absent,1,0,1,['nb38_196::test:133618'],-1
Panic attack,GERD,E_214,absent,1,0,1,['nb38_196::test:133618'],-1
Panic attack,GERD,E_216,absent,1,0,1,['nb38_196::test:133618'],-1
Panic attack,GERD,E_25,absent,1,0,1,['nb38_196::test:133618'],-1
Panic attack,GERD,E_53,present,1,0,1,['nb38_196::test:133618'],-1
Panic attack,GERD,E_66,present,1,0,1,['nb38_196::test:133618'],-1
Panic attack,GERD,E_78,present,1,0,1,['nb38_196::test:133618'],-1
Panic attack,Guillain-Barré syndrome,E_151,absent,1,0,1,['nb38_196::test:11778'],-1
Panic attack,Guillain-Barré syndrome,E_155,present,1,0,1,['nb38_196::test:30171'],-1
Panic attack,Guillain-Barré syndrome,E_164,absent,1,0,1,['nb38_196::test:30171'],-1
Panic attack,Guillain-Barré syndrome,E_62,absent,1,0,1,['nb38_196::test:30171'],-1
Panic attack,Guillain-Barré syndrome,E_66,absent,1,0,1,['nb38_196::test:93539'],-1
Panic attack,Guillain-Barré syndrome,E_66,present,1,0,1,['nb38_196::test:11778'],-1
Panic attack,Guillain-Barré syndrome,E_79,absent,1,0,1,['nb38_196::test:93539'],-1
Panic attack,Guillain-Barré syndrome,E_97,absent,1,0,1,['nb38_196::test:93539'],-1
Panic attack,Pericarditis,E_155,present,1,0,1,['nb38_196::test:30171'],-1
Panic attack,Pericarditis,E_157,present,1,0,1,['nb38_196::test:30171'],-1
Panic attack,Pericarditis,E_164,absent,1,0,1,['nb38_196::test:30171'],-1
Panic attack,Pericarditis,E_62,absent,1,0,1,['nb38_196::test:30171'],-1
Panic attack,Pneumonia,E_120,absent,1,0,1,['nb38_196::test:133618'],-1
Panic attack,Pneumonia,E_124,present,1,0,1,['nb38_196::test:133618'],-1
Panic attack,Pneumonia,E_157,present,1,0,1,['nb38_196::test:133618'],-1
Panic attack,Pneumonia,E_182,absent,1,0,1,['nb38_196::test:133618'],-1
Panic attack,Pneumonia,E_209,absent,1,0,1,['nb38_196::test:133618'],-1
Panic attack,Pneumonia,E_211,absent,1,0,1,['nb38_196::test:133618'],-1
Panic attack,Pneumonia,E_214,absent,1,0,1,['nb38_196::test:133618'],-1
Panic attack,Pneumonia,E_216,absent,1,0,1,['nb38_196::test:133618'],-1
Panic attack,Pneumonia,E_25,absent,1,0,1,['nb38_196::test:133618'],-1
Panic attack,Pneumonia,E_53,present,1,0,1,['nb38_196::test:133618'],-1
Panic attack,Pneumonia,E_66,present,1,0,1,['nb38_196::test:133618'],-1
Panic attack,Pneumonia,E_78,present,1,0,1,['nb38_196::test:133618'],-1
Panic attack,Possible NSTEMI / STEMI,E_129,absent,1,0,1,['nb38_196::test:11778'],-1
Panic attack,Possible NSTEMI / STEMI,E_151,absent,1,0,1,['nb38_196::test:11778'],-1
Panic attack,Possible NSTEMI / STEMI,E_157,present,1,0,1,['nb38_196::test:11778'],-1
Panic attack,Possible NSTEMI / STEMI,E_50,present,1,0,1,['nb38_196::test:11778'],-1
Panic attack,Possible NSTEMI / STEMI,E_66,present,1,0,1,['nb38_196::test:11778'],-1
Panic attack,Stable angina,E_120,absent,1,0,1,['nb38_196::test:133618'],-1
Panic attack,Stable angina,E_124,present,1,0,1,['nb38_196::test:133618'],-1
Panic attack,Stable angina,E_157,present,1,0,1,['nb38_196::test:133618'],-1
Panic attack,Stable angina,E_182,absent,1,0,1,['nb38_196::test:133618'],-1
Panic attack,Stable angina,E_209,absent,1,0,1,['nb38_196::test:133618'],-1
Panic attack,Stable angina,E_211,absent,1,0,1,['nb38_196::test:133618'],-1
Panic attack,Stable angina,E_214,absent,1,0,1,['nb38_196::test:133618'],-1
Panic attack,Stable angina,E_216,absent,1,0,1,['nb38_196::test:133618'],-1
Panic attack,Stable angina,E_25,absent,1,0,1,['nb38_196::test:133618'],-1
Panic attack,Stable angina,E_53,present,1,0,1,['nb38_196::test:133618'],-1
Panic attack,Stable angina,E_66,present,1,0,1,['nb38_196::test:133618'],-1
Panic attack,Stable angina,E_78,present,1,0,1,['nb38_196::test:133618'],-1
Panic attack,Unstable angina,E_120,absent,1,0,1,['nb38_196::test:133618'],-1
Panic attack,Unstable angina,E_124,present,1,0,1,['nb38_196::test:133618'],-1
Panic attack,Unstable angina,E_157,present,1,0,1,['nb38_196::test:133618'],-1
Panic attack,Unstable angina,E_182,absent,1,0,1,['nb38_196::test:133618'],-1
Panic attack,Unstable angina,E_209,absent,1,0,1,['nb38_196::test:133618'],-1
Panic attack,Unstable angina,E_211,absent,1,0,1,['nb38_196::test:133618'],-1
Panic attack,Unstable angina,E_214,absent,1,0,1,['nb38_196::test:133618'],-1
Panic attack,Unstable angina,E_216,absent,1,0,1,['nb38_196::test:133618'],-1
Panic attack,Unstable angina,E_25,absent,1,0,1,['nb38_196::test:133618'],-1
Panic attack,Unstable angina,E_53,present,1,0,1,['nb38_196::test:133618'],-1
Panic attack,Unstable angina,E_66,present,1,0,1,['nb38_196::test:133618'],-1
Panic attack,Unstable angina,E_78,present,1,0,1,['nb38_196::test:133618'],-1
Pericarditis,GERD,E_129,absent,1,0,1,['nb38_196::test:90666'],-1
Pericarditis,GERD,E_151,absent,1,0,1,['nb38_196::test:90666'],-1
Pericarditis,GERD,E_196,absent,1,0,1,['nb38_196::test:90666'],-1
Pericarditis,GERD,E_21,absent,1,0,1,['nb38_196::test:90666'],-1
Pericarditis,GERD,E_216,absent,1,0,1,['nb38_196::test:90666'],-1
Pericarditis,GERD,E_217,present,1,0,1,['nb38_196::test:90666'],-1
Pericarditis,GERD,E_220,present,1,0,1,['nb38_196::test:90666'],-1
Pericarditis,GERD,E_3,present,1,0,1,['nb38_196::test:90666'],-1
Pericarditis,Guillain-Barré syndrome,E_0,present,1,0,1,['nb38_196::test:78953'],-1
Pericarditis,Guillain-Barré syndrome,E_129,absent,1,0,1,['nb38_196::test:78953'],-1
Pericarditis,Guillain-Barré syndrome,E_155,absent,1,0,1,['nb38_196::test:78953'],-1
Pericarditis,Guillain-Barré syndrome,E_157,absent,1,0,1,['nb38_196::test:78953'],-1
Pericarditis,Guillain-Barré syndrome,E_196,absent,1,0,1,['nb38_196::test:78953'],-1
Pericarditis,Guillain-Barré syndrome,E_201,absent,1,0,1,['nb38_196::test:78953'],-1
Pericarditis,Guillain-Barré syndrome,E_203,absent,1,0,1,['nb38_196::test:78953'],-1
Pericarditis,Guillain-Barré syndrome,E_21,absent,1,0,1,['nb38_196::test:78953'],-1
Pericarditis,Guillain-Barré syndrome,E_217,absent,1,0,1,['nb38_196::test:78953'],-1
Pericarditis,Guillain-Barré syndrome,E_220,present,1,0,1,['nb38_196::test:78953'],-1
Pericarditis,Guillain-Barré syndrome,E_3,present,1,0,1,['nb38_196::test:78953'],-1
Pericarditis,Guillain-Barré syndrome,E_62,absent,1,0,1,['nb38_196::test:78953'],-1
Pericarditis,Myocarditis,E_155,absent,1,0,1,['nb38_196::test:78953'],-1
Pericarditis,Myocarditis,E_175,absent,1,0,1,['nb38_196::test:101294'],-1
Pericarditis,Myocarditis,E_201,absent,1,0,1,['nb38_196::test:78953'],-1
Pericarditis,Myocarditis,E_203,absent,1,0,1,['nb38_196::test:78953'],-1
Pericarditis,Myocarditis,E_215,absent,1,0,1,['nb38_196::test:101294'],-1
Pericarditis,Myocarditis,E_216,absent,1,0,1,['nb38_196::test:90666'],-1
Pericarditis,Myocarditis,E_217,absent,1,0,1,['nb38_196::test:78953'],-1
Pericarditis,Myocarditis,E_218,absent,1,0,1,['nb38_196::test:101294'],-1
Pericarditis,Myocarditis,E_3,absent,1,0,1,['nb38_196::test:101294'],-1
Pericarditis,Myocarditis,E_62,absent,1,0,1,['nb38_196::test:78953'],-1
Pericarditis,Spontaneous pneumothorax,E_0,present,1,0,1,['nb38_196::test:78953'],-1
Pericarditis,Spontaneous pneumothorax,E_129,absent,1,0,1,['nb38_196::test:78953'],-1
Pericarditis,Spontaneous pneumothorax,E_155,absent,1,0,1,['nb38_196::test:78953'],-1
Pericarditis,Spontaneous pneumothorax,E_157,absent,1,0,1,['nb38_196::test:78953'],-1
Pericarditis,Spontaneous pneumothorax,E_196,absent,1,0,1,['nb38_196::test:78953'],-1
Pericarditis,Spontaneous pneumothorax,E_201,absent,1,0,1,['nb38_196::test:78953'],-1
Pericarditis,Spontaneous pneumothorax,E_203,absent,1,0,1,['nb38_196::test:78953'],-1
Pericarditis,Spontaneous pneumothorax,E_21,absent,1,0,1,['nb38_196::test:78953'],-1
Pericarditis,Spontaneous pneumothorax,E_217,absent,1,0,1,['nb38_196::test:78953'],-1
Pericarditis,Spontaneous pneumothorax,E_62,absent,1,0,1,['nb38_196::test:78953'],-1
Pericarditis,Spontaneous rib fracture,E_0,present,1,0,1,['nb38_196::test:101294'],-1
Pericarditis,Spontaneous rib fracture,E_157,absent,1,0,1,['nb38_196::test:101294'],-1
Pericarditis,Spontaneous rib fracture,E_175,absent,1,0,1,['nb38_196::test:101294'],-1
Pericarditis,Spontaneous rib fracture,E_215,absent,1,0,1,['nb38_196::test:101294'],-1
Pericarditis,Spontaneous rib fracture,E_218,absent,1,0,1,['nb38_196::test:101294'],-1
Pericarditis,Spontaneous rib fracture,E_3,absent,1,0,1,['nb38_196::test:101294'],-1
Pneumonia,Allergic sinusitis,E_153,absent,1,0,1,['nb37_98::test:121292'],-1
Pneumonia,Allergic sinusitis,E_196,absent,1,0,1,['nb37_98::test:121292'],-1
Pneumonia,Allergic sinusitis,E_201,present,1,0,1,['nb37_98::test:121292'],-1
Pneumonia,Allergic sinusitis,E_203,absent,1,0,1,['nb37_98::test:121292'],-1
Pneumonia,Allergic sinusitis,E_209,absent,1,0,1,['nb37_98::test:121292'],-1
Pneumonia,Allergic sinusitis,E_21,absent,1,0,1,['nb37_98::test:121292'],-1
Pneumonia,Allergic sinusitis,E_214,absent,1,0,1,['nb37_98::test:121292'],-1
Pneumonia,Allergic sinusitis,E_220,present,1,0,1,['nb37_98::test:121292'],-1
Pneumonia,Allergic sinusitis,E_3,absent,1,0,1,['nb37_98::test:121292'],-1
Pneumonia,Allergic sinusitis,E_45,absent,1,0,1,['nb37_98::test:121292'],-1
Pneumonia,Bronchiectasis,E_120,absent,1,0,1,['nb37_98::test:26133'],-1
Pneumonia,Bronchiectasis,E_124,present,1,0,1,['nb37_98::test:26133'],-1
Pneumonia,Bronchiectasis,E_129,present,1,0,1,['nb37_98::test:26133'],-1
Pneumonia,Bronchiectasis,E_173,absent,1,0,1,['nb37_98::test:26133'],-1
Pneumonia,Bronchiectasis,E_181,absent,1,0,1,['nb37_98::test:26133'],-1
Pneumonia,Bronchiectasis,E_182,absent,1,0,1,['nb37_98::test:26133'],-1
Pneumonia,Bronchiectasis,E_196,absent,1,0,1,['nb37_98::test:26133'],-1
Pneumonia,Bronchiectasis,E_201,present,1,0,1,['nb37_98::test:26133'],-1
Pneumonia,Bronchiectasis,E_203,absent,1,0,1,['nb37_98::test:26133'],-1
Pneumonia,Bronchiectasis,E_209,absent,1,0,1,['nb37_98::test:26133'],-1
Pneumonia,Bronchiectasis,E_21,absent,1,0,1,['nb37_98::test:26133'],-1
Pneumonia,Bronchiectasis,E_214,absent,1,0,1,['nb37_98::test:26133'],-1
Pneumonia,Bronchiectasis,E_216,absent,1,0,1,['nb37_98::test:26133'],-1
Pneumonia,Bronchiectasis,E_220,present,1,0,1,['nb37_98::test:26133'],-1
Pneumonia,Bronchiectasis,E_3,absent,1,0,1,['nb37_98::test:26133'],-1
Pneumonia,Bronchiectasis,E_45,absent,1,0,1,['nb37_98::test:26133'],-1
Pneumonia,Bronchiectasis,E_46,absent,1,0,1,['nb37_98::test:26133'],-1
Pneumonia,Bronchiectasis,E_77,present,1,0,1,['nb37_98::test:26133'],-1
Pneumonia,Bronchitis,E_129,present,1,0,1,['nb38_196::test:62484'],-1
Pneumonia,Bronchitis,E_201,present,1,0,1,['nb38_196::test:62484'],-1
Pneumonia,Bronchitis,E_77,present,1,0,1,['nb38_196::test:62484'],-1
Pneumonia,Bronchitis,E_91,present,1,0,1,['nb38_196::test:62484'],-1
Pneumonia,Chronic rhinosinusitis,E_153,absent,1,0,1,['nb37_98::test:121292'],-1
Pneumonia,Chronic rhinosinusitis,E_196,absent,1,0,1,['nb37_98::test:121292'],-1
Pneumonia,Chronic rhinosinusitis,E_201,present,1,0,1,['nb37_98::test:121292'],-1
Pneumonia,Chronic rhinosinusitis,E_203,absent,1,0,1,['nb37_98::test:121292'],-1
Pneumonia,Chronic rhinosinusitis,E_209,absent,1,0,1,['nb37_98::test:121292'],-1
Pneumonia,Chronic rhinosinusitis,E_21,absent,1,0,1,['nb37_98::test:121292'],-1
Pneumonia,Chronic rhinosinusitis,E_214,absent,1,0,1,['nb37_98::test:121292'],-1
Pneumonia,Chronic rhinosinusitis,E_220,present,1,0,1,['nb37_98::test:121292'],-1
Pneumonia,Chronic rhinosinusitis,E_3,absent,1,0,1,['nb37_98::test:121292'],-1
Pneumonia,Chronic rhinosinusitis,E_45,absent,1,0,1,['nb37_98::test:121292'],-1
Pneumonia,Ebola,E_120,absent,1,0,1,['nb37_98::test:26133'],-1
Pneumonia,Ebola,E_124,present,1,0,1,['nb37_98::test:26133'],-1
Pneumonia,Ebola,E_129,present,1,0,1,['nb37_98::test:26133'],-1
Pneumonia,Ebola,E_173,absent,1,0,1,['nb37_98::test:26133'],-1
Pneumonia,Ebola,E_181,absent,1,0,1,['nb37_98::test:26133'],-1
Pneumonia,Ebola,E_182,absent,1,0,1,['nb37_98::test:26133'],-1
Pneumonia,Ebola,E_196,absent,1,0,1,['nb37_98::test:26133'],-1
Pneumonia,Ebola,E_201,present,1,0,1,['nb37_98::test:26133'],-1
Pneumonia,Ebola,E_203,absent,1,0,1,['nb37_98::test:26133'],-1
Pneumonia,Ebola,E_209,absent,1,0,1,['nb37_98::test:26133'],-1
Pneumonia,Ebola,E_21,absent,1,0,1,['nb37_98::test:26133'],-1
Pneumonia,Ebola,E_214,absent,1,0,1,['nb37_98::test:26133'],-1
Pneumonia,Ebola,E_216,absent,1,0,1,['nb37_98::test:26133'],-1
Pneumonia,Ebola,E_220,present,1,0,1,['nb37_98::test:26133'],-1
Pneumonia,Ebola,E_3,absent,1,0,1,['nb37_98::test:26133'],-1
Pneumonia,Ebola,E_45,absent,1,0,1,['nb37_98::test:26133'],-1
Pneumonia,Ebola,E_46,absent,1,0,1,['nb37_98::test:26133'],-1
Pneumonia,Ebola,E_77,present,1,0,1,['nb37_98::test:26133'],-1
Pneumonia,GERD,E_124,present,1,0,1,['nb37_98::test:121292'],-1
Pneumonia,GERD,E_153,absent,1,0,1,['nb37_98::test:121292'],-1
Pneumonia,GERD,E_196,absent,1,0,1,['nb37_98::test:121292'],-1
Pneumonia,GERD,E_201,present,1,0,1,['nb37_98::test:121292'],-1
Pneumonia,GERD,E_203,absent,1,0,1,['nb37_98::test:121292'],-1
Pneumonia,GERD,E_209,absent,1,0,1,['nb37_98::test:121292'],-1
Pneumonia,GERD,E_21,absent,1,0,1,['nb37_98::test:121292'],-1
Pneumonia,GERD,E_214,absent,1,0,1,['nb37_98::test:121292'],-1
Pneumonia,GERD,E_220,present,1,0,1,['nb37_98::test:121292'],-1
Pneumonia,GERD,E_3,absent,1,0,1,['nb37_98::test:121292'],-1
Pneumonia,GERD,E_45,absent,1,0,1,['nb37_98::test:121292'],-1
Pneumonia,HIV (initial infection),E_129,present,1,0,1,['nb38_196::test:67784'],-1
Pneumonia,HIV (initial infection),E_144,present,1,0,1,['nb38_196::test:67784'],-1
Pneumonia,HIV (initial infection),E_77,present,1,0,1,['nb38_196::test:67784'],-1
Pneumonia,Influenza,E_142,absent,1,0,1,['nb38_196::test:53986'],-1
Pneumonia,Influenza,E_144,present,1,0,1,['nb38_196::test:67784'],-1
Pneumonia,Influenza,E_66,present,1,0,1,['nb38_196::test:53986'],-1
Pneumonia,Pancreatic neoplasm,E_120,absent,1,0,1,['nb37_98::test:26133'],-1
Pneumonia,Pancreatic neoplasm,E_124,present,1,0,1,['nb37_98::test:26133'],-1
Pneumonia,Pancreatic neoplasm,E_129,present,1,0,1,['nb37_98::test:26133'],-1
Pneumonia,Pancreatic neoplasm,E_173,absent,1,0,1,['nb37_98::test:26133'],-1
Pneumonia,Pancreatic neoplasm,E_181,absent,1,0,1,['nb37_98::test:26133'],-1
Pneumonia,Pancreatic neoplasm,E_182,absent,1,0,1,['nb37_98::test:26133'],-1
Pneumonia,Pancreatic neoplasm,E_196,absent,1,0,1,['nb37_98::test:26133'],-1
Pneumonia,Pancreatic neoplasm,E_201,present,1,0,1,['nb37_98::test:26133'],-1
Pneumonia,Pancreatic neoplasm,E_203,absent,1,0,1,['nb37_98::test:26133'],-1
Pneumonia,Pancreatic neoplasm,E_209,absent,1,0,1,['nb37_98::test:26133'],-1
Pneumonia,Pancreatic neoplasm,E_21,absent,1,0,1,['nb37_98::test:26133'],-1
Pneumonia,Pancreatic neoplasm,E_214,absent,1,0,1,['nb37_98::test:26133'],-1
Pneumonia,Pancreatic neoplasm,E_216,absent,1,0,1,['nb37_98::test:26133'],-1
Pneumonia,Pancreatic neoplasm,E_220,present,1,0,1,['nb37_98::test:26133'],-1
Pneumonia,Pancreatic neoplasm,E_3,absent,1,0,1,['nb37_98::test:26133'],-1
Pneumonia,Pancreatic neoplasm,E_45,absent,1,0,1,['nb37_98::test:26133'],-1
Pneumonia,Pancreatic neoplasm,E_46,absent,1,0,1,['nb37_98::test:26133'],-1
Pneumonia,Pancreatic neoplasm,E_77,present,1,0,1,['nb37_98::test:26133'],-1
Pneumonia,Tuberculosis,E_129,present,1,0,1,['nb38_196::test:53986'],-1
Pneumonia,Tuberculosis,E_142,absent,1,0,1,['nb38_196::test:53986'],-1
Pneumonia,Tuberculosis,E_201,present,1,0,1,['nb38_196::test:53986'],-1
Pneumonia,Tuberculosis,E_66,present,1,0,1,['nb38_196::test:53986'],-1
Pneumonia,Tuberculosis,E_91,present,1,0,1,['nb38_196::test:53986'],-1
Pneumonia,URTI,E_129,present,1,0,1,['nb38_196::test:67784'],-1
Pneumonia,URTI,E_144,present,1,0,1,['nb38_196::test:67784'],-1
Pneumonia,URTI,E_77,present,1,0,1,['nb38_196::test:67784'],-1
Possible NSTEMI / STEMI,Ebola,E_2,present,1,0,1,['nb37_98::test:41659'],-1
Possible NSTEMI / STEMI,Panic attack,E_148,present,1,0,1,['nb37_98::test:54407'],-1
Possible NSTEMI / STEMI,Panic attack,E_151,absent,1,0,1,['nb38_196::test:12432'],-1
Possible NSTEMI / STEMI,Panic attack,E_157,absent,1,0,1,['nb38_196::test:12432'],-1
Possible NSTEMI / STEMI,Panic attack,E_178,absent,1,0,1,['nb37_98::test:54407'],-1
Possible NSTEMI / STEMI,Panic attack,E_181,absent,1,0,1,['nb38_196::test:12432'],-1
Possible NSTEMI / STEMI,Panic attack,E_211,absent,1,0,1,['nb37_98::test:54407'],-1
Possible NSTEMI / STEMI,Panic attack,E_218,absent,1,0,1,['nb37_98::test:54407'],-1
Possible NSTEMI / STEMI,Panic attack,E_50,present,1,0,1,['nb38_196::test:12432'],-1
Possible NSTEMI / STEMI,Panic attack,E_66,present,1,0,1,['nb38_196::test:12432'],-1
Possible NSTEMI / STEMI,Panic attack,E_71,present,1,0,1,['nb37_98::test:54407'],-1
Possible NSTEMI / STEMI,Stable angina,E_108,absent,1,0,1,['nb38_196::test:117607'],-1
Possible NSTEMI / STEMI,Stable angina,E_108,present,1,0,1,['nb38_196::test:115522'],-1
Possible NSTEMI / STEMI,Stable angina,E_162,absent,1,0,1,['nb38_196::test:60601'],-1
Possible NSTEMI / STEMI,Stable angina,E_175,absent,1,0,1,['nb38_196::test:115522'],-1
Possible NSTEMI / STEMI,Stable angina,E_181,absent,1,0,1,['nb38_196::test:117607'],-1
Possible NSTEMI / STEMI,Stable angina,E_198,absent,1,0,1,['nb38_196::test:115522'],-1
Possible NSTEMI / STEMI,Stable angina,E_2,present,1,0,1,['nb38_196::test:115522'],-1
Possible NSTEMI / STEMI,Stable angina,E_201,absent,1,0,1,['nb38_196::test:117607'],-1
Possible NSTEMI / STEMI,Stable angina,E_21,absent,1,0,1,['nb38_196::test:117607'],-1
Possible NSTEMI / STEMI,Stable angina,E_212,absent,1,0,1,['nb38_196::test:117607'],-1
Possible NSTEMI / STEMI,Stable angina,E_3,absent,1,0,1,['nb38_196::test:117607'],-1
Possible NSTEMI / STEMI,Stable angina,E_45,absent,1,0,1,['nb38_196::test:117607'],-1
Possible NSTEMI / STEMI,Stable angina,E_66,present,1,0,1,['nb38_196::test:115522'],-1
Possible NSTEMI / STEMI,Stable angina,E_70,absent,1,0,1,['nb38_196::test:117607'],-1
Possible NSTEMI / STEMI,Stable angina,E_70,present,1,0,1,['nb38_196::test:115522'],-1
Possible NSTEMI / STEMI,Stable angina,E_79,absent,1,0,1,['nb38_196::test:115522'],-1
Possible NSTEMI / STEMI,Stable angina,E_82,absent,1,0,1,['nb38_196::test:117607'],-1
Possible NSTEMI / STEMI,Tuberculosis,E_108,present,1,0,1,['nb37_98::test:41659'],-1
Possible NSTEMI / STEMI,Tuberculosis,E_129,absent,1,0,1,['nb37_98::test:41659'],-1
Possible NSTEMI / STEMI,Tuberculosis,E_148,present,1,0,1,['nb37_98::test:41659'],-1
Possible NSTEMI / STEMI,Tuberculosis,E_178,absent,1,0,1,['nb37_98::test:41659'],-1
Possible NSTEMI / STEMI,Tuberculosis,E_2,present,1,0,1,['nb37_98::test:41659'],-1
Possible NSTEMI / STEMI,Tuberculosis,E_211,absent,1,0,1,['nb37_98::test:41659'],-1
