disease_a,disease_b,root_evidence_id,pair_root_rank,pair_root_utility
Boerhaave,Localized edema,E_137,8,0.01141941526376429
Boerhaave,Localized edema,E_109,9,0.009821427702387482
Boerhaave,Localized edema,E_44,10,0.009656300541282558
Boerhaave,Localized edema,E_211,11,0.008594847335804378
Boerhaave,Localized edema,E_210,12,0.008488842661993828
Anaphylaxis,Pericarditis,E_129,1,0.10196839771146708
Anaphylaxis,Pericarditis,E_130,2,0.08164869663990137
Anaphylaxis,Pericarditis,E_133,3,0.08055191192301331
Anaphylaxis,Pericarditis,E_136,4,0.07464511995315054
Anaphylaxis,Pericarditis,E_151,5,0.07310090224474733
Anaphylaxis,Pericarditis,E_135,6,0.06562393453258777
Anaphylaxis,Pericarditis,E_131,7,0.0639161565771599
Anaphylaxis,Pericarditis,E_134,8,0.06321507595374865
Anaphylaxis,Pericarditis,E_132,9,0.06215910375760809
Anaphylaxis,Pericarditis,E_152,10,0.05599240043666869
Anaphylaxis,Pericarditis,E_226,11,0.024154960413226262
Anaphylaxis,Pericarditis,E_82,12,0.0221637667083945
Pancreatic neoplasm,Possible NSTEMI / STEMI,E_130,1,0.08161041430047243
Pancreatic neoplasm,Possible NSTEMI / STEMI,E_133,2,0.07960965172953242
Pancreatic neoplasm,Possible NSTEMI / STEMI,E_136,3,0.07460945209428599
Pancreatic neoplasm,Possible NSTEMI / STEMI,E_135,4,0.06559345992250298
Pancreatic neoplasm,Possible NSTEMI / STEMI,E_131,5,0.06388647502935756
Pancreatic neoplasm,Possible NSTEMI / STEMI,E_134,6,0.06318505864886807
Pancreatic neoplasm,Possible NSTEMI / STEMI,E_132,7,0.06212968075814143
Pancreatic neoplasm,Possible NSTEMI / STEMI,E_129,8,0.052397117403020055
Pancreatic neoplasm,Possible NSTEMI / STEMI,E_66,9,0.03398457231832987
Pancreatic neoplasm,Possible NSTEMI / STEMI,E_201,10,0.02820340874796632
Pancreatic neoplasm,Possible NSTEMI / STEMI,E_105,11,0.027322994257777074
Pancreatic neoplasm,Possible NSTEMI / STEMI,E_104,12,0.026474754842450737
GERD,Influenza,E_133,1,0.08217847244379055
GERD,Influenza,E_130,2,0.08164700114575692
GERD,Influenza,E_136,3,0.07464474096788398
GERD,Influenza,E_129,4,0.07155577469099124
GERD,Influenza,E_135,5,0.0656220569338727
GERD,Influenza,E_131,6,0.06391432784052112
GERD,Influenza,E_134,7,0.06321442444401622
GERD,Influenza,E_132,8,0.062158300603255154
GERD,Influenza,E_91,9,0.04569539005007547
GERD,Influenza,E_181,10,0.03410804974123663
GERD,Influenza,E_124,11,0.03328776565857737
GERD,Influenza,E_50,12,0.028715615115105276
Anemia,Bronchospasm / acute asthma exacerbation,E_54,1,0.25729457400778005
Anemia,Bronchospasm / acute asthma exacerbation,E_55,2,0.22158271468539636
Anemia,Bronchospasm / acute asthma exacerbation,E_57,3,0.14936442006674044
Anemia,Bronchospasm / acute asthma exacerbation,E_53,4,0.12070924936213483
Anemia,Bronchospasm / acute asthma exacerbation,E_59,5,0.09814514799372444
Anemia,Bronchospasm / acute asthma exacerbation,E_56,6,0.09229359113968282
Anemia,Bronchospasm / acute asthma exacerbation,E_58,7,0.09045974367387116
Anemia,Bronchospasm / acute asthma exacerbation,E_124,8,0.06566158057062317
Anemia,Bronchospasm / acute asthma exacerbation,E_201,9,0.052138590016784565
Anemia,Bronchospasm / acute asthma exacerbation,E_214,10,0.03404653328377554
Anemia,Bronchospasm / acute asthma exacerbation,E_226,11,0.027887258056951476
Anemia,Bronchospasm / acute asthma exacerbation,E_208,12,0.026229655708328817
Acute rhinosinusitis,Anaphylaxis,E_129,1,0.1019470400217196
Acute rhinosinusitis,Anaphylaxis,E_130,2,0.08164281246761457
Acute rhinosinusitis,Anaphylaxis,E_136,3,0.07463328795048016
Acute rhinosinusitis,Anaphylaxis,E_151,4,0.07308516445063905
Acute rhinosinusitis,Anaphylaxis,E_133,5,0.07264835874695942
Acute rhinosinusitis,Anaphylaxis,E_135,6,0.06562204258381138
Acute rhinosinusitis,Anaphylaxis,E_131,7,0.06391431386390156
Acute rhinosinusitis,Anaphylaxis,E_134,8,0.06320687694570297
Acute rhinosinusitis,Anaphylaxis,E_132,9,0.062151937212085014
Acute rhinosinusitis,Anaphylaxis,E_152,10,0.05554154809580721
Acute rhinosinusitis,Anaphylaxis,E_201,11,0.05227172005252319
Acute rhinosinusitis,Anaphylaxis,E_124,12,0.051665285820977645
Allergic sinusitis,Tuberculosis,E_181,1,0.05559840281066571
Allergic sinusitis,Tuberculosis,E_124,2,0.04047674380756615
Allergic sinusitis,Tuberculosis,E_91,3,0.03274396945288156
Allergic sinusitis,Tuberculosis,E_45,4,0.030764415986809086
Allergic sinusitis,Tuberculosis,E_66,5,0.028173229184291926
Allergic sinusitis,Tuberculosis,E_226,6,0.026873290026467885
Allergic sinusitis,Tuberculosis,E_69,7,0.02607959659703908
Allergic sinusitis,Tuberculosis,E_78,8,0.022624270684720553
Allergic sinusitis,Tuberculosis,E_201,9,0.019385103305002455
Allergic sinusitis,Tuberculosis,E_208,10,0.0191728484854946
Allergic sinusitis,Tuberculosis,E_169,11,0.014349154785738028
Allergic sinusitis,Tuberculosis,E_162,12,0.014178199641110816
Stable angina,Whooping cough,E_54,1,0.24805847999947983
Stable angina,Whooping cough,E_57,2,0.13749029439298752
Stable angina,Whooping cough,E_55,3,0.13211916373580185
Stable angina,Whooping cough,E_53,4,0.12551424691136823
Stable angina,Whooping cough,E_59,5,0.09797925869456606
Stable angina,Whooping cough,E_56,6,0.09213759240246605
Stable angina,Whooping cough,E_58,7,0.09030684458729517
Stable angina,Whooping cough,E_79,8,0.04150955400320363
Stable angina,Whooping cough,E_105,9,0.033785627040263555
Stable angina,Whooping cough,E_218,10,0.030697589214653386
Stable angina,Whooping cough,E_69,11,0.030132037197313777
Stable angina,Whooping cough,E_66,12,0.030037267099783545
HIV (initial infection),SLE,E_134,1,0.06320678938091523
HIV (initial infection),SLE,E_91,2,0.0498676022704687
HIV (initial infection),SLE,E_66,3,0.03712829668859053
HIV (initial infection),SLE,E_79,4,0.03678793878488302
HIV (initial infection),SLE,E_50,5,0.024991310439746627
HIV (initial infection),SLE,E_148,6,0.022701718085540456
HIV (initial infection),SLE,E_144,7,0.022080240857393955
HIV (initial infection),SLE,E_88,8,0.01979567684218096
HIV (initial infection),SLE,E_97,9,0.01952340860993527
HIV (initial infection),SLE,E_89,10,0.018388533445663706
HIV (initial infection),SLE,E_9,11,0.018222785921133074
HIV (initial infection),SLE,E_162,12,0.017483042357279825
Allergic sinusitis,Viral pharyngitis,E_54,1,0.2583143209260966
Allergic sinusitis,Viral pharyngitis,E_55,2,0.23894357865873603
Allergic sinusitis,Viral pharyngitis,E_57,3,0.15075020700703542
Allergic sinusitis,Viral pharyngitis,E_53,4,0.1256602290875721
Allergic sinusitis,Viral pharyngitis,E_59,5,0.09816184511458922
Allergic sinusitis,Viral pharyngitis,E_56,6,0.09230929275385129
Allergic sinusitis,Viral pharyngitis,E_58,7,0.09047513330142175
Allergic sinusitis,Viral pharyngitis,E_124,8,0.040499698447620525
Allergic sinusitis,Viral pharyngitis,E_41,9,0.03457636069281416
Allergic sinusitis,Viral pharyngitis,E_79,10,0.03237464030000341
Allergic sinusitis,Viral pharyngitis,E_49,11,0.02791742599293381
Allergic sinusitis,Viral pharyngitis,E_226,12,0.02688982884496857
GERD,Tuberculosis,E_54,1,0.2562484667207919
GERD,Tuberculosis,E_55,2,0.20761047284522743
GERD,Tuberculosis,E_57,3,0.14804391056637478
GERD,Tuberculosis,E_53,4,0.12265100767154438
GERD,Tuberculosis,E_59,5,0.09808677407031788
GERD,Tuberculosis,E_56,6,0.09223869755471976
GERD,Tuberculosis,E_58,7,0.09040594080886419
GERD,Tuberculosis,E_79,8,0.037518717362208784
GERD,Tuberculosis,E_124,9,0.033276104109571464
GERD,Tuberculosis,E_91,10,0.0327438017574388
GERD,Tuberculosis,E_45,11,0.03076429244225073
GERD,Tuberculosis,E_66,12,0.028173065775853157
Spontaneous rib fracture,Viral pharyngitis,E_220,1,0.04347113164598375
Spontaneous rib fracture,Viral pharyngitis,E_181,2,0.03667990679325077
Spontaneous rib fracture,Viral pharyngitis,E_41,3,0.03452691530102833
Spontaneous rib fracture,Viral pharyngitis,E_79,4,0.03230712775083019
Spontaneous rib fracture,Viral pharyngitis,E_49,5,0.02787081124510307
Spontaneous rib fracture,Viral pharyngitis,E_78,6,0.02698735054095565
Spontaneous rib fracture,Viral pharyngitis,E_48,7,0.024051397853750794
Spontaneous rib fracture,Viral pharyngitis,E_91,8,0.02286437181691774
Spontaneous rib fracture,Viral pharyngitis,E_66,9,0.019173463078264775
Spontaneous rib fracture,Viral pharyngitis,E_45,10,0.018932324932644153
Spontaneous rib fracture,Viral pharyngitis,E_227,11,0.015985613437692107
Spontaneous rib fracture,Viral pharyngitis,E_203,12,0.013681886655744284
Bronchiolitis,HIV (initial infection),E_53,1,0.12165438845179163
Bronchiolitis,HIV (initial infection),E_54,2,0.11912500757349549
Bronchiolitis,HIV (initial infection),E_129,3,0.10016548980162837
Bronchiolitis,HIV (initial infection),E_59,4,0.09617607050451318
Bronchiolitis,HIV (initial infection),E_56,5,0.09044191292199612
Bronchiolitis,HIV (initial infection),E_58,6,0.08864485777691954
Bronchiolitis,HIV (initial infection),E_130,7,0.08091338735181991
Bronchiolitis,HIV (initial infection),E_181,8,0.07553560402265008
Bronchiolitis,HIV (initial infection),E_136,9,0.07317926984618332
Bronchiolitis,HIV (initial infection),E_66,10,0.07283972012946745
Bronchiolitis,HIV (initial infection),E_135,11,0.06538791332063215
Bronchiolitis,HIV (initial infection),E_131,12,0.06368627751174978
Inguinal hernia,Pneumonia,E_201,1,0.058601036130813786
Inguinal hernia,Pneumonia,E_77,2,0.03873607749743615
Inguinal hernia,Pneumonia,E_91,3,0.03671131419696074
Inguinal hernia,Pneumonia,E_79,4,0.03558822563099478
Inguinal hernia,Pneumonia,E_66,5,0.03545262924042231
Inguinal hernia,Pneumonia,E_124,6,0.029601902275528308
Inguinal hernia,Pneumonia,E_123,7,0.02639047631903344
Inguinal hernia,Pneumonia,E_118,8,0.025889507643183683
Inguinal hernia,Pneumonia,E_144,9,0.02507965320158753
Inguinal hernia,Pneumonia,E_78,10,0.02384617549358736
Inguinal hernia,Pneumonia,E_106,11,0.023174308928269473
Inguinal hernia,Pneumonia,E_181,12,0.01926699593386102
Chronic rhinosinusitis,URTI,E_124,1,0.05106253150122614
Chronic rhinosinusitis,URTI,E_91,2,0.03693661551293889
Chronic rhinosinusitis,URTI,E_226,3,0.033145599888208976
Chronic rhinosinusitis,URTI,E_97,4,0.03140650143452951
Chronic rhinosinusitis,URTI,E_48,5,0.02828397440492148
Chronic rhinosinusitis,URTI,E_50,6,0.026545551707209805
Chronic rhinosinusitis,URTI,E_41,7,0.025427402190442896
Chronic rhinosinusitis,URTI,E_120,8,0.02392851911752409
Chronic rhinosinusitis,URTI,E_49,9,0.02234623117859993
Chronic rhinosinusitis,URTI,E_118,10,0.02111462971214417
Chronic rhinosinusitis,URTI,E_144,11,0.019938868836647146
Chronic rhinosinusitis,URTI,E_222,12,0.018768186606509637
Chronic rhinosinusitis,Larygospasm,E_54,1,0.25383186338357977
Chronic rhinosinusitis,Larygospasm,E_55,2,0.17845789824874636
Chronic rhinosinusitis,Larygospasm,E_57,3,0.14485630014277331
Chronic rhinosinusitis,Larygospasm,E_53,4,0.12554140159200464
Chronic rhinosinusitis,Larygospasm,E_59,5,0.09804447216669852
Chronic rhinosinusitis,Larygospasm,E_56,6,0.09219891775228548
Chronic rhinosinusitis,Larygospasm,E_58,7,0.09036695141981596
Chronic rhinosinusitis,Larygospasm,E_201,8,0.05890811243499634
Chronic rhinosinusitis,Larygospasm,E_194,9,0.03573045019982772
Chronic rhinosinusitis,Larygospasm,E_226,10,0.033118291861394346
Chronic rhinosinusitis,Larygospasm,E_181,11,0.0247033952290299
Chronic rhinosinusitis,Larygospasm,E_120,12,0.023912116330726013
Acute rhinosinusitis,Pneumonia,E_129,1,0.09899384351256847
Acute rhinosinusitis,Pneumonia,E_130,2,0.08163661632907022
Acute rhinosinusitis,Pneumonia,E_136,3,0.0746276251182574
Acute rhinosinusitis,Pneumonia,E_133,4,0.07264431966625977
Acute rhinosinusitis,Pneumonia,E_135,5,0.06561706172837807
Acute rhinosinusitis,Pneumonia,E_131,6,0.0639094626287839
Acute rhinosinusitis,Pneumonia,E_134,7,0.06320208072163432
Acute rhinosinusitis,Pneumonia,E_132,8,0.06214722085359491
Acute rhinosinusitis,Pneumonia,E_77,9,0.038726751445853205
Acute rhinosinusitis,Pneumonia,E_66,10,0.03544089415262171
Acute rhinosinusitis,Pneumonia,E_226,11,0.03254619692053118
Acute rhinosinusitis,Pneumonia,E_123,12,0.02638254047107895
Bronchiectasis,Influenza,E_54,1,0.25693307113576064
Bronchiectasis,Influenza,E_55,2,0.2177594785497664
Bronchiectasis,Influenza,E_57,3,0.14897094718269524
Bronchiectasis,Influenza,E_53,4,0.12562642183074219
Bronchiectasis,Influenza,E_59,5,0.0980943810835431
Bronchiectasis,Influenza,E_56,6,0.09224585102672275
Bronchiectasis,Influenza,E_58,7,0.09041295214340841
Bronchiectasis,Influenza,E_130,8,0.08164409182265575
Bronchiectasis,Influenza,E_133,9,0.07789049510903502
Bronchiectasis,Influenza,E_136,10,0.07463889038147054
Bronchiectasis,Influenza,E_129,11,0.071545247175497
Bronchiectasis,Influenza,E_135,12,0.0656211215310815
Boerhaave,Ebola,E_54,1,0.18125045009411475
Boerhaave,Ebola,E_53,2,0.12464252551406353
Boerhaave,Ebola,E_59,3,0.09732464914724337
Boerhaave,Ebola,E_56,4,0.0915220116310091
Boerhaave,Ebola,E_58,5,0.08970349523108384
Boerhaave,Ebola,E_57,6,0.07535669589491334
Boerhaave,Ebola,E_201,7,0.04346634789669585
Boerhaave,Ebola,E_41,8,0.03639985046694787
Boerhaave,Ebola,E_133,9,0.03255089060009202
Boerhaave,Ebola,E_78,10,0.028946355441768816
Boerhaave,Ebola,E_55,11,0.02491194431532152
Boerhaave,Ebola,E_97,12,0.02384214466063754
Possible NSTEMI / STEMI,Tuberculosis,E_54,1,0.2561908173207031
Possible NSTEMI / STEMI,Tuberculosis,E_55,2,0.2075866292037546
Possible NSTEMI / STEMI,Tuberculosis,E_57,3,0.14801219068828664
Possible NSTEMI / STEMI,Tuberculosis,E_53,4,0.12561012790397774
Possible NSTEMI / STEMI,Tuberculosis,E_59,5,0.09806392178595648
Possible NSTEMI / STEMI,Tuberculosis,E_56,6,0.09221720775687878
Possible NSTEMI / STEMI,Tuberculosis,E_201,7,0.09043071692927503
Possible NSTEMI / STEMI,Tuberculosis,E_58,8,0.09038487800720814
Possible NSTEMI / STEMI,Tuberculosis,E_79,9,0.04423737731727416
Possible NSTEMI / STEMI,Tuberculosis,E_91,10,0.03273949743083881
Possible NSTEMI / STEMI,Tuberculosis,E_45,11,0.030761120308211744
Possible NSTEMI / STEMI,Tuberculosis,E_105,12,0.027320000128073844
Pericarditis,Pneumonia,E_129,1,0.09901517177955764
Pericarditis,Pneumonia,E_130,2,0.08164250044902802
Pericarditis,Pneumonia,E_133,3,0.08054782339853488
Pericarditis,Pneumonia,E_136,4,0.07463945701573141
Pericarditis,Pneumonia,E_135,5,0.06561895366032681
Pericarditis,Pneumonia,E_131,6,0.0639113053256525
Pericarditis,Pneumonia,E_134,7,0.06321027965677754
Pericarditis,Pneumonia,E_132,8,0.06215438733539305
Pericarditis,Pneumonia,E_201,9,0.058604514098261375
Pericarditis,Pneumonia,E_77,10,0.03873826777912144
Pericarditis,Pneumonia,E_91,11,0.036714109435133466
Pericarditis,Pneumonia,E_79,12,0.03559122900336547
Pneumonia,Spontaneous pneumothorax,E_129,1,0.09897681002096745
Pneumonia,Spontaneous pneumothorax,E_130,2,0.08163172229923428
Pneumonia,Spontaneous pneumothorax,E_136,3,0.07461778576444365
Pneumonia,Spontaneous pneumothorax,E_133,4,0.06719014980852138
Pneumonia,Spontaneous pneumothorax,E_135,5,0.065615488009779
Pneumonia,Spontaneous pneumothorax,E_131,6,0.06390792986417441
Pneumonia,Spontaneous pneumothorax,E_134,7,0.06319526214177142
Pneumonia,Spontaneous pneumothorax,E_132,8,0.06214126073866146
Pneumonia,Spontaneous pneumothorax,E_201,9,0.05857164829408588
Pneumonia,Spontaneous pneumothorax,E_77,10,0.03871756552927017
Pneumonia,Spontaneous pneumothorax,E_91,11,0.03668772905439464
Pneumonia,Spontaneous pneumothorax,E_124,12,0.02957967051447538
Cluster headache,Unstable angina,E_79,1,0.041147613707834624
Cluster headache,Unstable angina,E_105,2,0.03361699224733925
Cluster headache,Unstable angina,E_66,3,0.03154410080057254
Cluster headache,Unstable angina,E_69,4,0.030281086148789244
Cluster headache,Unstable angina,E_181,5,0.03000156734757881
Cluster headache,Unstable angina,E_70,6,0.029735366374309343
Cluster headache,Unstable angina,E_104,7,0.024019425613994682
Cluster headache,Unstable angina,E_218,8,0.023730251592668592
Cluster headache,Unstable angina,E_50,9,0.02012615200551635
Cluster headache,Unstable angina,E_225,10,0.0190760812823924
Cluster headache,Unstable angina,E_148,11,0.018656244103958095
Cluster headache,Unstable angina,E_71,12,0.017058534662640023
Boerhaave,URTI,E_181,1,0.0475874647533563
Boerhaave,URTI,E_201,2,0.04299733104083706
Boerhaave,URTI,E_91,3,0.036927850595393545
Boerhaave,URTI,E_66,4,0.03224670261557568
Boerhaave,URTI,E_97,5,0.031400098895766414
Boerhaave,URTI,E_79,6,0.030489549270633007
Boerhaave,URTI,E_148,7,0.02980716089444512
Boerhaave,URTI,E_78,8,0.029343869639124668
Boerhaave,URTI,E_48,9,0.02827744069171513
Boerhaave,URTI,E_50,10,0.02653858075001263
Boerhaave,URTI,E_41,11,0.025420833472997957
Boerhaave,URTI,E_49,12,0.022339978063724224
Acute pulmonary edema,Viral pharyngitis,E_151,1,0.07488691876659455
Acute pulmonary edema,Viral pharyngitis,E_152,2,0.05639431573729306
Acute pulmonary edema,Viral pharyngitis,E_66,3,0.044619467063833206
Acute pulmonary edema,Viral pharyngitis,E_181,4,0.03673754861064127
Acute pulmonary edema,Viral pharyngitis,E_201,5,0.035880588736100144
Acute pulmonary edema,Viral pharyngitis,E_41,6,0.03457069210103274
Acute pulmonary edema,Viral pharyngitis,E_106,7,0.0341029225589
Acute pulmonary edema,Viral pharyngitis,E_105,8,0.03368976703921624
Acute pulmonary edema,Viral pharyngitis,E_79,9,0.03236686769299558
Acute pulmonary edema,Viral pharyngitis,E_104,10,0.027949488859467447
Acute pulmonary edema,Viral pharyngitis,E_49,11,0.027912073102916053
Acute pulmonary edema,Viral pharyngitis,E_218,12,0.025903144097854772
Influenza,Possible NSTEMI / STEMI,E_130,1,0.08164531162225387
Influenza,Possible NSTEMI / STEMI,E_133,2,0.07963058605648195
Influenza,Possible NSTEMI / STEMI,E_136,3,0.07464134330775894
Influenza,Possible NSTEMI / STEMI,E_129,4,0.07154961902151336
Influenza,Possible NSTEMI / STEMI,E_135,5,0.06562151372504864
Influenza,Possible NSTEMI / STEMI,E_131,6,0.06391379876800359
Influenza,Possible NSTEMI / STEMI,E_134,7,0.06321207010653548
Influenza,Possible NSTEMI / STEMI,E_132,8,0.06215624277023329
Influenza,Possible NSTEMI / STEMI,E_201,9,0.057758306015852426
Influenza,Possible NSTEMI / STEMI,E_91,10,0.045690929366773624
Influenza,Possible NSTEMI / STEMI,E_181,11,0.03410362465139453
Influenza,Possible NSTEMI / STEMI,E_66,12,0.03399243102360188
Possible NSTEMI / STEMI,SLE,E_129,1,0.09259012590295645
Possible NSTEMI / STEMI,SLE,E_130,2,0.08154468380653904
Possible NSTEMI / STEMI,SLE,E_133,3,0.0795792655510385
Possible NSTEMI / STEMI,SLE,E_136,4,0.07454939948773703
Possible NSTEMI / STEMI,SLE,E_135,5,0.06554061253114547
Possible NSTEMI / STEMI,SLE,E_131,6,0.06383500292295674
Possible NSTEMI / STEMI,SLE,E_132,7,0.06207965671760774
Possible NSTEMI / STEMI,SLE,E_69,8,0.03038226639706645
Possible NSTEMI / STEMI,SLE,E_105,9,0.02731220391458422
Possible NSTEMI / STEMI,SLE,E_70,10,0.027143942740625343
Possible NSTEMI / STEMI,SLE,E_104,11,0.026464375388429575
Possible NSTEMI / STEMI,SLE,E_50,12,0.026045625078329648
Larygospasm,Pulmonary neoplasm,E_54,1,0.25370080884880053
Larygospasm,Pulmonary neoplasm,E_55,2,0.17841685995257267
Larygospasm,Pulmonary neoplasm,E_57,3,0.14478610576432505
Larygospasm,Pulmonary neoplasm,E_59,4,0.09799146508386185
Larygospasm,Pulmonary neoplasm,E_56,5,0.09214907102903076
Larygospasm,Pulmonary neoplasm,E_58,6,0.09031809513680733
Larygospasm,Pulmonary neoplasm,E_53,7,0.0853144425259658
Larygospasm,Pulmonary neoplasm,E_66,8,0.04737575487020417
Larygospasm,Pulmonary neoplasm,E_201,9,0.04573227072864723
Larygospasm,Pulmonary neoplasm,E_45,10,0.03719281472447784
Larygospasm,Pulmonary neoplasm,E_194,11,0.03572527748546612
Larygospasm,Pulmonary neoplasm,E_124,12,0.023613230154490107
Chagas,URTI,E_152,1,0.056331663778917594
Chagas,URTI,E_181,2,0.047566684020266585
Chagas,URTI,E_201,3,0.042973595122285525
Chagas,URTI,E_97,4,0.03138567368602245
Chagas,URTI,E_79,5,0.030468778832791872
Chagas,URTI,E_48,6,0.028262730411847393
Chagas,URTI,E_66,7,0.027405173086572827
Chagas,URTI,E_50,8,0.0265228981622786
Chagas,URTI,E_41,9,0.02540605431230962
Chagas,URTI,E_49,10,0.02232591599533654
Chagas,URTI,E_144,11,0.019919743566037946
Chagas,URTI,E_148,12,0.019214764963456192
Epiglottitis,Pneumonia,E_129,1,0.09900483954040597
Epiglottitis,Pneumonia,E_130,2,0.08163968861044232
Epiglottitis,Pneumonia,E_133,3,0.07656027989272624
Epiglottitis,Pneumonia,E_136,4,0.07463380264797902
Epiglottitis,Pneumonia,E_135,5,0.06561804958631941
Epiglottitis,Pneumonia,E_131,6,0.06391042477900095
Epiglottitis,Pneumonia,E_134,7,0.06320636151472767
Epiglottitis,Pneumonia,E_132,8,0.062150962613861875
Epiglottitis,Pneumonia,E_201,9,0.058595652046749935
Epiglottitis,Pneumonia,E_77,10,0.0387326865540594
Epiglottitis,Pneumonia,E_79,11,0.035583579231858606
Epiglottitis,Pneumonia,E_124,12,0.0295978224221861
Influenza,Tuberculosis,E_54,1,0.2562566954250888
Influenza,Tuberculosis,E_55,2,0.20761419057387254
Influenza,Tuberculosis,E_57,3,0.14804847398796175
Influenza,Tuberculosis,E_53,4,0.12561902634715408
Influenza,Tuberculosis,E_59,5,0.098090017047467
Influenza,Tuberculosis,E_56,6,0.09224174718084184
Influenza,Tuberculosis,E_58,7,0.09040892983978062
Influenza,Tuberculosis,E_130,8,0.08164244049677293
Influenza,Tuberculosis,E_133,9,0.0756563322428488
Influenza,Tuberculosis,E_136,10,0.07463556983643313
Influenza,Tuberculosis,E_129,11,0.07153941154371822
Influenza,Tuberculosis,E_135,12,0.0656205905794907
Boerhaave,Bronchospasm / acute asthma exacerbation,E_54,1,0.25697834674482545
Boerhaave,Bronchospasm / acute asthma exacerbation,E_55,2,0.22144343385956178
Boerhaave,Bronchospasm / acute asthma exacerbation,E_57,3,0.14919009770114064
Boerhaave,Bronchospasm / acute asthma exacerbation,E_53,4,0.12554748444178815
Boerhaave,Bronchospasm / acute asthma exacerbation,E_59,5,0.0980199115304673
Boerhaave,Bronchospasm / acute asthma exacerbation,E_56,6,0.09217582145700452
Boerhaave,Bronchospasm / acute asthma exacerbation,E_58,7,0.09034431404136821
Boerhaave,Bronchospasm / acute asthma exacerbation,E_124,8,0.06563721446163104
Boerhaave,Bronchospasm / acute asthma exacerbation,E_201,9,0.05210924294297937
Boerhaave,Bronchospasm / acute asthma exacerbation,E_214,10,0.03403047723923213
Boerhaave,Bronchospasm / acute asthma exacerbation,E_148,11,0.02979408352012712
Boerhaave,Bronchospasm / acute asthma exacerbation,E_78,12,0.029329680322321323
Guillain-Barré syndrome,Myocarditis,E_54,1,0.2573706924982143
Guillain-Barré syndrome,Myocarditis,E_55,2,0.2304688357738896
Guillain-Barré syndrome,Myocarditis,E_57,3,0.14985383721543682
Guillain-Barré syndrome,Myocarditis,E_53,4,0.12240439764289435
Guillain-Barré syndrome,Myocarditis,E_59,5,0.09796368207145799
Guillain-Barré syndrome,Myocarditis,E_56,6,0.09212294448034397
Guillain-Barré syndrome,Myocarditis,E_58,7,0.09029248771522902
Guillain-Barré syndrome,Myocarditis,E_218,8,0.020318947404553957
Guillain-Barré syndrome,Myocarditis,E_155,9,0.017801306097730545
Guillain-Barré syndrome,Myocarditis,E_217,10,0.016547125827872163
Guillain-Barré syndrome,Myocarditis,E_157,11,0.015075742878004625
Guillain-Barré syndrome,Myocarditis,E_84,12,0.0139106359828983
Acute pulmonary edema,Anemia,E_151,1,0.07488483333125939
Acute pulmonary edema,Anemia,E_152,2,0.05633979547208143
Acute pulmonary edema,Anemia,E_106,3,0.034101722619785134
Acute pulmonary edema,Anemia,E_105,4,0.033688343698296354
Acute pulmonary edema,Anemia,E_104,5,0.02794813987592585
Acute pulmonary edema,Anemia,E_208,6,0.026228958827522034
Acute pulmonary edema,Anemia,E_218,7,0.025901917150041726
Acute pulmonary edema,Anemia,E_82,8,0.023995023796086017
Acute pulmonary edema,Anemia,E_50,9,0.023151026840256553
Acute pulmonary edema,Anemia,E_217,10,0.022041602072875862
Acute pulmonary edema,Anemia,E_146,11,0.021122048389377313
Acute pulmonary edema,Anemia,E_88,12,0.019726283379508124
Bronchiectasis,PSVT,E_54,1,0.2568264094550445
Bronchiectasis,PSVT,E_55,2,0.21771686241860488
Bronchiectasis,PSVT,E_57,3,0.14891246365424635
Bronchiectasis,PSVT,E_59,4,0.09805198948120174
Bronchiectasis,PSVT,E_56,5,0.09220598687353508
Bronchiectasis,PSVT,E_58,6,0.09037388007963233
Bronchiectasis,PSVT,E_53,7,0.05587420072295198
Bronchiectasis,PSVT,E_155,8,0.050013487215013745
Bronchiectasis,PSVT,E_201,9,0.04528463318938936
Bronchiectasis,PSVT,E_77,10,0.03862401845327493
Bronchiectasis,PSVT,E_124,11,0.027584772220111558
Bronchiectasis,PSVT,E_82,12,0.025040543656501667
Pneumonia,Spontaneous rib fracture,E_129,1,0.0989266306042429
Pneumonia,Spontaneous rib fracture,E_130,2,0.0816165727656614
Pneumonia,Spontaneous rib fracture,E_136,3,0.07458733742146106
Pneumonia,Spontaneous rib fracture,E_135,4,0.0656106157823212
Pneumonia,Spontaneous rib fracture,E_131,5,0.06390318443012982
Pneumonia,Spontaneous rib fracture,E_134,6,0.06317415953087496
Pneumonia,Spontaneous rib fracture,E_132,7,0.0621228140046085
Pneumonia,Spontaneous rib fracture,E_133,8,0.05458331915427761
Pneumonia,Spontaneous rib fracture,E_77,9,0.03869054748795751
Pneumonia,Spontaneous rib fracture,E_91,10,0.03665339850087771
Pneumonia,Spontaneous rib fracture,E_79,11,0.03552607490448053
Pneumonia,Spontaneous rib fracture,E_124,12,0.029547360719243076
Influenza,Pulmonary neoplasm,E_130,1,0.08164093527831669
Influenza,Pulmonary neoplasm,E_136,2,0.07463254323825233
Influenza,Pulmonary neoplasm,E_133,3,0.0737319798837547
Influenza,Pulmonary neoplasm,E_129,4,0.07153416523975743
Influenza,Pulmonary neoplasm,E_135,5,0.06562010659398665
Influenza,Pulmonary neoplasm,E_131,6,0.06391242825570616
Influenza,Pulmonary neoplasm,E_134,7,0.06320597209047868
Influenza,Pulmonary neoplasm,E_132,8,0.062150912652295165
